lyrics
"Anna You come and ask me, girl To set you free, girl You say he loves you more than me So I will set you free Go with him Go with him Anna Girl, before you go now I want you to know, now That I still love you so But if he loves you more Go with himAll of my life I've been searching for a girl To love me like I love you Oh, now, but every girl I've ever had Breaks my heart and leaves my sad What am I, what am I supposed to doAnna Just one more thing, girl You give back your ring to me, and I will set you free Go with himAnna Just one more thing, girl You give back your ring to me, and I will set you free Go with him"
"Anna, you come and ask me girl To set you free, girl You say he loves you more than meSo I will set you free Go with him, go with himAnna, girl, before you go now I want you to know now That I still love you so But if he loves you more, go with himAll of my life I've been searching for a girl To love me like I love you oh, now But every girl I've ever had breaks my heartAnd leaves me sad, what am I What am I suppose to do oh, oh, oh ..... Anna, just one more thing, girl You give back your ring to me And I will set you free, go with himAll of my life I've been searching for a girl To love me like I love you Cause let me tell you now But every girl I've ever had breaks my heartAnd leaves me sad, what am I What am I suppose to do oh, oh, oh ..... Anna, just one more thing, girl You give back your ring to me And I will set you free, Go with him, go with him You can go with him, girl, go with him"
""
"He had plastic bags wrapped round his shoes He was covered with the evening news He had a pair of ol' wool socks on his hands The bank sign was flashing 5 below It was freezing rain and spitting snow he was curled up behind some garbage cans i was afraid that he was dead i gave him a gentle shake when he opened up his eyes i said ol' man are you ok?... he said...I just climed out of a cotton wood tree i was running from some honey bees drip drying in the summer breeze after jumping  in the calacoe creek i was walking down an old dirt road passed a field of hay that had just been mowed man i wish you'd just left me alone cuz i was almost homeand he said i had just coming round the barn bout time you grabbed my arm when i heard momma holla son hurry up i was close enough from my own nose to smell fresh cogger on the stove and i saw daddy loadin' up the truck game polls on the tail gate bobbers blowing in the wind Since July of '55 that's as close as I've been...(chorus)I said ol' man you're gonna freeze to death let me drive you to the mission he said, ""Boy if you'd left me alone right now I'd be fishing...(Chorus)"
I'm gonna search this town From door to door The love I crave I can't find no more I got to find my baby I declare there ain't no lie I ain't had no real good loving Since that woman said goodbyeYou know I hate to see the sun Sinking to the west Cos I know my whole life's Gonna be one solid messI got to find my baby I declare there ain't no lie I ain't had no real good loving Since that woman said goodbyeWell ever since the day That she said we were through I've been nervous And shook up tooI got to find my baby I declare there ain't no lie I ain't had no real good loving Since that woman said goodbyeWell I don't care if the last thing I ever done in my life Is to find that little woman Make her my wifeI got to find my baby I declare there ain't no lie I ain't had no real good loving Since that woman said goodbye
"I once had a girl, or should I say, she once had me She showed me her room, isn't it good, norwegian wood? She asked me to stay and she told me to sit anywhere So I looked around and I noticed there wasn't a chairI sat on the rug, biding my time, drinking her wine We talked until two and then she said, ""It's time for bed""She told me she worked in the morning and started to laugh I told her I didn't and crawled off to sleep in the bathAnd when I awoke I was alone, this bird had flown So I lit a fire, isn't it good, norwegian wood?"
""
"He's a real nowhere Man, Sitting in his Nowhere Land, Making all his nowhere plans for nobody.Doesn't kave a point of view, Knows not where he's going to, Isn't he a bit like you and me Nowhere Man, please listen, You don't know what you're missing, Nowhere Man, the world is at your command.He's as blind as he can be, Just sees what he wants to see, Nowhere Man can you see me at all Doesn't kave a point of view, Knows not where he's going to, Isn't he a bit like you and me Nowhere Man, don't worry, Take your time, don't hurry, Leave it all till somebody else lend you a hand.He's a real Nowhere Man, Sitting in his Nowhere Land, Making all his nowhere plans For nobody."
"I found it out What love is all about And every day It sure lets out I see my baby I get weak in my knees There's nothing shaking But the leaves on the trees My pappie told me There'd be times like these There's nothing shaking But the leaves on the treesWe meet the gang And go to rocking Joes The cats are something On the heels and toes I grab my baby Tried to give her a squeeze There's nothing shaking But the leaves on the trees Well why must she be Such a doggone tease? There's nothing shaking But the leaves on the treesShe's got a way That makes me act like a fool Spent my money Then she plays me cool I begged her for kisses On my bended knees Oh won't you give me Some loving, baby Please please pleaseThough I keep trying hard To make her mine One day the wind will blow And the sun will shine Till that time She puts my heart at ease There's nothing shaking But the leaves on the trees She locked my heart And threw away the keys There's nothing shaking But the leaves on the trees, yeahShe's got a way That makes me act like a fool Spent my money Then she plays me cool I'm begging for her kisses On my bended knees Oh won't you give me Some of your loving, baby Please please pleaseThough I keep trying hard To make her mine One day the wind will blow And the sun will shine Till that time She puts my heart at ease There's nothing shaking But the leaves on the trees She locked my heart And threw away the keys There's nothing shaking But the leaves on the trees There's nothing shaking But the leaves on the trees There's nothing shaking But the leaves on the trees There's nothing shaking But the leaves on the trees"
"If you're listening to this song You may think the chords are going wrong But they're not; He just wrote it like that. It doesn't really matter what chords I play What words I say or time of day it is As it's only a Northern song It doesn't really matter what clothes I wear Or how I fare or if my hair is brown When it's only a Northern song. When you're listening late at night You may think the band are not quite right But they are, they just play it like that It doesn't really matter what chords I play What words I say or time of day it is As it's only a Northern song. It doesn't really matter what clothes I wear Or how I fare or if my hair is brown When it's only a Northern song. If you think the harmony Is a little dark and out of key You're correct, there's nobody there. It doesn't really matter what chords I play What words I say or time of day it is And I told you there's no one there."
If you're listening to this song You may think the chords are going wrong But they're not He just wrote it like that When you're listening late at night You may think the band are not quite right But they are They just play it like thatIt doesn't really matter what chords I play What words I say or time of day it is As it's only a Northern songIt doesn't really matter what clothes I wear Or how I fare or if my hair is brown When it's only a Northern songIf you think the harmony Is a little dark and out of key You're correct There's nobody thereAnd I told you there's no one there
"My baby says she's trav'ling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice I said I'm trav'ling on the one after 909I begged her not to go and I begged her on my bended knees You're only fooling around, you're fooling around with me I said move over once, move over twice Come on baby don't be cold as ice I said I'm trav'ling on the one after 909I got my bag, run to the station Railman says you've got the the wrong location I got my bag, run right home Then I find I've got the number wrongWell I said I'm trav'ling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice I said I'm trav'ling on the one after 909I got my bag, run to the station railman says you've got the the wrong location I got my bag, run right home Then I find I've got the number wrongWell I said I'm trav'ling on the one after 909 I said move over honey I'm travelling on that line I said move over once, move over twice Come on baby don't be cold as ice I said we're trav'ling on the one after 90 I said we're trav'ling on the one after 90 I said we're trav'ling on the one after 909[Oh Danny Boy, the old summer is calling.]"
"I want a love that's right but right is only half of what's wrong I want a short haired girl who sometimes wears it twice as long Now I'm stepping out this old brown shoe, baby, I'm in love with you I'm so glad you came here, it won't be the same now, I'm telling youYou know you pick me up from where some try to drag me down And when I see your smile replace every thoughtless frown Got me escaping from this zoo, baby, I'm in love with you I'm so glad you came here, it won't be the same now when I'm with youIf I grow up I'll be a singer wearing rings on every finger Not worrying what they or you say I'll live and love and maybe someday Who knows, baby, you may comfort meI may appear to be imperfect, my love is something you can't reject I'm changing faster than the weather if you and me should get together Who knows, baby, you may comfort meI want that love of yours, to miss that love is something I'd hate I'll make an early start, I'm making sure that I'm not late For you sweet top lip I'm in the queue, baby, I'm in love with you I'm so glad you came here, it won't be the same now when I'm with you I'm so glad you came here, it won't be the same now when I'm with you"
"Oh! Darling, please believe me I'll never do you no harm Believe me when I tell you I'll never do you no harm Oh! Darling, if you leave me I'll never make it alone Believe me when I thank you, ooo Don't ever leave me aloneWhen you told me You didn't need me anymore Well you know I nearly broke down and cried When you told me You didn't need me anymore Well you know I nearly broke down and diedOh! Darling, if you leave me I'll never make it alone Believe me when I tell you I'll never do you no harm Believe me darlingWhen you told me You didn't need me anymore Well you know I nearly broke down and cried When you told me You didn't need me anymore Well you know I nearly broke down and diedOh! Darling, please believe me I'll never let you down Oh, believe me darling Believe me when I tell you, ooo I'll never do you no harm"
"Something in the way she moves Attracts me like no other lover Something in the way she woos meI don't want to leave her now You know I believe her nowSomewhere in her smile she knows That I don't need no other lover Something in her style that shows meDon't want to leave her now You know I believe her nowYou're asking me will my love grow I don't know, I don't know You stick around now it may show I don't know, I don't knowSomething in the way she knows And all I have to do is think of her Something in the things she shows meDon't want to leave her now You know I believe her now"
"If you leave me baby, I don't know what I'll do. I guess I would die, sweetheart if I don't get a kiss from you.Take out some insurance on me baby, take out some insurance on me baby. Well if you ever ever say goodbye, I'm gonna walk right back and die.Oh if you want me baby, you got to come to me. I'm just like a string feeling, You just can't lose me.Take out some insurance on me baby, ooo some insurance on me baby. Well if you ever ever say goodbye, I'm gonna walk right over and die.Well if you want me baby, mm you got to come to me. I'm just like a strong feeling, You just can't lose me.Take out some insurance on me baby, mm some insurance on me baby. Well if you ever ever say goodbye, I'm gonna walk right over and die.Well if you leave me baby, I don't know what I'll do. I guess I would die, sweetheart, if I don't get a kiss from you.Take out some insurance on me baby, ooo some goddamn insurance on me baby. If you ever ever say goodbye, I'm gonna walk right over and die."
"My tears are falling 'cos you've taken her away. And though it really hurts me so, there something that I got to say:Take good care of my baby, please don't ever make her blue. Just tell her that you love her make sure you're thinking of her in everything you say and do.Take good care of my baby, now don't you ever make her cry. Just let your love surround her, paint rainbows all around her, don't let her see the cloudy sky.Once upon a time that little girl was mine. If I had been true I know she'd never been with you.So take good care of my baby, be just as kind as you can be. And if you should discover that you don't really love her just send my baby back home to me.Take good care of my baby, be just as kind as you can be. And if you should discover that you don't really love her just send my baby back home to me.Take good care of my baby, take good care of my baby, take good care of my baby."
"Oh, oh, you've been good to me. You made me glad when I was blue And eternally, I'll always be in love with youAnd all I wanna do Is thank you, girl. Thank you, girl.I could tell the world A thing or two about our love. I know, little girl, Only a fool would doubt our loveAnd all I've gotta do Is thank you, girl. Thank you, girl.Thank you, girl, for lovin' me The way that you do. Way that you do. That's the kind of love that seems To good to be trueAnd all I've gotta do Is thank you, girl. Thank you, girl.Oh, oh, mmm, you've been good to me. You made me glad when I was blue And eternally, I'll always be in love with youAnd all I wanna do Is thank you, girl. Thank you, girl. Oh, oh, mmm. Oh, oh, mmm.(The song title is ""Thank You Girl"" not ""Thank You Little Girl."""
"This is the story About a boy named Ted If his mother said (Said) ""Ted, be good (Be good, Ted),"" he would (Alright) She told him tales About a soldier dad But it made her sad Then she cried, oh myTed used to tell her He'd be twice as good And he knew he could Cos in his head he said ""Mummy don't worry Your mblmblmbl's here Taking good care of you Mama don't worry Your Teddy boy's here Teddy's gonna see you through""And she said ""Teddy don't worry Your mummy's here Taking good care of you"" She said, ""Teddy don't worry Your mummy's here Teddy's gonna see you through""He said, ""Ta da da...""Then came the day She found herself a man Teddy turned and ran Oh far away, oh yeahHe couldn't stand Just to be around So he left the town far away, yeah yeahTed used to tell her He'd be twice as good And he know he could Cos in his head he said ""Mummy don't worry Now Teddy boy's here Taking good care of you Mummy don't worry Your Teddy boy's here Teddy's gonna see you through""And she said ""Teddy don't worry Now mummy's here Taking good care of you Teddy don't worry Your mummy's here Mummy's gonna see you through""And he said ""Mummy mummy don't worry Your Teddy boy's here Taking good care of you Mummy don't worry Now Teddy boy's here Teddy's gonna see you through""Take your partners And dosi-do Hold them tight And don't let go When got it. Jump upTake your partners And dosi-do When you got it Then let it go Hold them tight thenNow Ted used to tell her He'd be twice as good And he knew he could Cos in his head, he said (fade out)"
"[1,2,3,4Hrmm!1,2...1,2,3,4.]Let me tell you how it will be There's one for you, nineteen for me Cos I'm the taxman, yeah, I'm the taxman Should five per cent appear too small Be thankful I don't take it all Cos I'm the taxman, yeah I'm the taxmanIf you drive a car, I'll tax the street If you try to sit, I'll tax your seat If you get too cold I'll tax the heat If you take a walk, I'll tax your feetTaxman! Cos I'm the taxman, yeah I'm the taxmanDon't ask me what I want it for (Aahh Mr. Wilson) If you don't want to pay some more (Aahh Mr. Heath) Cos I'm the taxman, yeah, I'm the taxmanNow my advice for those who die Declare the pennies on your eyes Cos I'm the taxman, yeah, I'm the taxmanAnd you're working for no one but me Taxman!"
"They're really rocking in Boston Philadelphia, PA Deep in the heart of Texas On down in Frisco Bay All over Saint Louis On down to New Orleans All the cats want to dance with Sweet little sixteen Sweet little sixteen She just got to have About half a million Framed autographs Her wallet is filled with pictures She get 'em one by one Becomes so excited Watch and look at her run boy who Mommy mommy Please may I go It's such a sight to see Somebody steal the show Oh daddy daddy I beg of you Well please say it to mommy It's all right with you Ow!Sweet little sixteen She's got the grown-up blues Tight dresses and lipstick She's blowing high healed shoes Well by tomorrow morning She'll have to change her train Become sweet sixteen A back in class againYea cos they're really rocking in Boston Philadelphia, PA Deep in the heart of Texas On down in Frisco Bay All over Saint Louis On down to New Orleans All the cats want to dance with Sweet little sixteen"
"Well let me tell you well no chick made could be the same as Sweet Georgia Brown. Crazy feet that dance so neat has sweet Georgia Brown. Fella's sigh, and even cry for sweet Georgia Brown. I tell you just why you know I don't lie.It's been said she knocks them dead in any old town. Since she came right it's a shame how she brings them down. In Liverpool she even dare to critize the Beatles' hair. With their whole fanclub standing there I mean sweet Georgia Brown.I say this group is absolutely marvellous with the piano, don't you think so. Not too commercial, boys, not too commercial!When it comes to music Sweet Georgia is known to mind, Don't buy clothes at fashion shows but she still looks fine Snap chicks cry, they want to die when Georgie does the twist I never would try to tell you just why. Use your imagination Theres a DJ crazy for her living in out home town since she came it's a shame she turns him down records that she can get are records, they ain't sent him yet Carolina may have Dina, but that don't have Georgia Brown.Oh that sweet Georgia, Yeah yeah yeah I mean Brown, oh oh oh. Sweet Georgia Brown."
""
""
""
"There were bells on a hill But I never heard them ringing No, I never heard them at all Till there was youThere were birds in the sky But I never saw them winging No, I never saw them at all Till there was you Then there was music and wonderful roses They tell me in sweet fragrant meadows Of dawn and dewThere was love all around But I never heard it singing No, I never heard it at all Till there was youThen there was music and wonderful roses They tell me in sweet fragrant meadows Of dawn and dewThere was love all around But I never heard it singing No, I never heard it at all Till there was you Till there was you"
""
"Well, shake it up, baby, now (Shake it up, baby) Twist and shout (Twist and shout) C'mon c'mon, c'mon, c'mon, baby, now (Come on baby) Come on and work it on out (Work it on out) Well, work it on out, honey (Work it on out) You know you look so good (Look so good) You know you got me goin', now (Got me goin') Just like I knew you would (Like I knew you would)Well, shake it up, baby, now (Shake it up, baby) Twist and shout (Twist and shout) C'mon, c'mon, c'mon, c'mon, baby, now (Come on baby) Come on and work it on out (Work it on out)You know you twist your little girl (Twist, little girl) You know you twist so fine (Twist so fine) Come on and twist a little closer, now (Twist a little closer) And let me know that you're mine (Let me know you're mine)Well, shake it up, baby, now (Shake it up, baby) Twist and shout (Twist and shout) C'mon, c'mon, c'mon, c'mon, baby, now (Come on baby) Come on and work it on out (Work it on out)You know you twist your little girl (Twist, little girl) You know you twist so fine (Twist so fine) Come on and twist a little closer, now (Twist a little closer) Aand let me know that you're mine (Let me know you're mine)Well, shake it, shake it, shake it, baby, now (Shake it up baby) Well, shake it, shake it, shake it, baby, now (Shake it up baby) Well, shake it, shake it, shake it, baby, now (Shake it up baby)"
""
I've got a word or two To say about the things that you do You're telling all those lies About the good things that we can have If we close our eyes Do what you want to do And go where you're going to Think for yourself Cos I won't be there with youI left you far behind The ruins of the life that you have in mind And though you still can't see I know your mind's made up You're gonna cause more miseryDo what you want to do And go where you're going to Think for yourself Cos I won't be there with youAlthough your mind's opaque Try thinking more if just for your own sake The future still looks good And you've got time to rectify All the things that you shouldDo what you want to do And go where you're going to Think for yourself Cos I won't be there with youDo what you want to do And go where you're going to Think for yourself Cos I won't be there with you Think for yourself Cos I won't be there with you
""
""
"Here I stand head in hand Turn my face to the wall If she's gone I can't go on Feeling two-foot small Everywhere people stare Each and every day I can see them laugh at me And I hear them sayHey you've got to hide your love away Hey you've got to hide your love awayHow can I even try I can never win Hearing them, seeing them In the state I'm inHow could she say to me Love will find a way Gather round all you clowns Let me hear you sayHey you've got to hide your love away Hey you've got to hide your love away"
"You're going to lose that girl You're going to lose that girl If you don't take her out tonight She's going to change her mind And I will take her out tonight And I will treat her kind You're going to lose that girl You're going to lose that girl If you don't treat her right, my friend You're going to find her gone Cos I will treat her right, and then You'll be the lonely oneYou're going to lose that girl You're going to lose that girl I'll make a point Of taking her away from you, yeah The way you treat her what else can I do?You're going to lose that girl You're going to lose that girl I'll make a point Of taking her away from you, yeah The way you treat her what else can I do?If you don't take her out tonight She's going to change her mind And I will take her out tonight And I will treat her kind You're going to lose that girl You're going to lose that girl You're going to lose that girl"
"When I call you up Your line's engaged I have had enough So act your age We have lost the time That was so hard to find And I will lose my mind If you won't see me (You won't see me) You won't see me (You won't see me) I don't know why you Should want to hide But I can't get through My hands are tied I won't want to stay I don't have much to say But I can't turn away And you won't see me (You won't see me) You won't see me (You won't see me)Time after time You refuse to even listen I wouldn't mind If I knew what I was missingThough the days are few They're filled with tears And since I lost you It feels like years Yes, it seems so long Girl, since you've been gone And I just can't go on If you won't see me (You won't see me) You won't see me (You won't see me)Time after time You refuse to even listen I wouldn't mind If I knew what I was missingThough the days are few They're filled with tears And since I lost you It feels like years Yes, it seems so long Girl, since you've been gone And I just can't go on If you won't see me (You won't see me) You won't see me (You won't see me)"
""
"I don't like you but I love you Seems that I'm always thinking of you Oh oh oh you treat me badly, I love you madly You've really got a hold on meBaby I don't want you but I need you Don't want to kiss you but I need to Oh oh oh you do me wrong now, my love is strong now You've really got a hold on meBaby I love you and all I want you to do is just Hold me, hold me, hold me, hold meTired of, tired of...I want to leave you, don't want to stay here Don't want to spend another day here Oh oh oh I want to split now, I just can't quit now You've really got a hold on meBaby I love you and all I want you to do is just Hold me please, hold me squeeze, hold me, hold meYou've really got a hold on me You've really got a hold on me"
"Though you've gone away this morning You'll be back again tonight Telling me there'll be no next time If I don't just don't treat you right You'll never leave me and you know it's true Cos you like me too much and I like you You've tried before to leave me But you haven't got the nerve To walk out and make me lonely Which is all that I deserve You'll never leave me and you know it's true Cos you like me too much and I like youI really do, and it's nice when you believe me If you leave meI will follow you and bring you back where you belong Cos I could't really stand it I admit that I was wrong I wouldn't let you leave me cos it's true Cos you like me too much and I like youCos you like me too much and I like you I really do, and it's nice when you believe me If you leave meI will follow you and bring you back where you belong Cos I could't really stand it I admit that I was wrong I wouldn't let you leave me cos it's true Cos you like me too much and I like you Cos you like me too much and I like you"
"You know my name Look up the number You know my name Look up the number You you know you know my name You you know you know my name Good evening and welcome to Slaggers Featuring Denis O'Bell Come on Ringo, let's hear it for DenisGood evening You know my name Look look look up the number You know my name That's right, look up the number You you know you know my name You you know you know my name You know my name Ba ba ba ba ba ba ba ba ba Look up the number You know my name That's right, look up the number Oh you know you know you know my name You know you know you know my name Huh huh huh huh You know my name Ba ba ba pum Look up the number. You know my name Look up the number You-a you know you know my name Baby you-a you know you know my name You know you know my name You know you know my nameGo on Denis, let's hear it for Denis O'BellYou know my name You know you know my name You know you know my name Prrr you know my name and the number You know my name and the number you know you know my name Look up me number You know my number three you know my number two you know my number three you know my number four Oh you know my name you know number too You know my name you know my number What's up with you? You know my name That's right? Yeah"
""
"Yesterday, all my troubles seemed so far away Now it looks as though they're here to stay Oh, I believe in yesterday Suddenly, I'm not half the man I used to be There's a shadow hanging over me. Oh, I yesterday came suddenlyWhy she had to go I don't know she wouldn't say I said something wrong, now I long for yesterdayYesterday, love was such an easy game to play Now I need a place to hide away Oh, I believe in yesterdayWhy she had to go I don't know she wouldn't say I said something wrong, now I long for yesterdayYesterday, love was such an easy game to play Now I need a place to hide away Oh, I believe in yesterday Mm mm mm mm mm mm mm"
""
"I got something to say that might cause you pain If I catch you talking to that boy again I'm gonna let you down And leave you flat Because I told you before, oh You can't do that Well, it's the second time I've caught you talking to him Do I have to tell you one more time, I think it's a sin I think I'll let you down (Let you down) Leave you flat (Gonna let you down and leave you flat) Because I've told you before, oh You can't do thatEverybody's green Cos I'm the one who won your love But if they'd seen You're talking that way they'd laugh in my faceSo please listen to me, if you wanna stay mine I can't help my feelings, I'll go out of my mind I'm gonna let you down (Let you down) And leave you flat (Gonna let you down and leave you flat) Because I've told you before, oh You can't do that, oh(You can't do that You can't do that You can't do that You can't do that You can't do that)Everybody's green Cos I'm the one who won your love But if they'd seen You're talking that way they'd laugh in my faceSo please listen to me, if you wanna stay mine I can't help my feelings, I'll go out of my mind I'm gonna let you down (Let you down) And leave you flat (Gonna let you down and leave you flat) Because I've told you before, oh You can't do that"
""
Hold me close and tell me how you feel Tell me love is real Words of love you whisper soft and true Darling I love youLet me hear you say the words I long to hear Darling when you're near Words of love you whisper soft and true Darling I love you
"We were talking about the space between us all And the people who hide themselves behind a wall of illusion Never glimpse the truth, then it's far too late, when they pass away We were talking about the love we all could share When we find it, to try our best to hold it there with our love With our love, we could save the world, if they only knewTry to realise it's all within yourself No one else can make you change And to see you're really only very small And life flows on within you and without youWe were talking about the love that's gone so cold And the people who gain the world and lose their soul They don't know, they can't see, are you one of them?When you've seen beyond yourself then you may find Peace of mind is waiting there And the time will come when you see we're all one And life flows on within you and without you"
"A little help from my friends What would you think if I sang out of tune, Would you stand up and walk out on me? Lend me your ears and I'll sing you a song, And I'll try not to sing out of key. I get by with a little help from my friends, I get high with a little help from my friends, Going to try with a little help from my friends. What do I do when my love is away. (Does it worry you to be alone) How do I feel by the end of the day (Are you sad because you're on your own) No I get by with a little help from my friends, Do you need anybody, I need somebody to love. Could it be anybody I want somebody to love. Would you believe in a love at first sight, Yes I'm certain that it happens all the time. What do you see when you turn out the light, I can't tell you, but I know it's mine. Oh I get by with a little help from my friends, Do you need anybody, I just need somebody to love, Could it be anybody, I want somebody to love. I get by with a little help from my friends, Yes I get by with a little help from my friends, With a little help from my friends."
"A little help from my friends What would you think if I sang out of tune, Would you stand up and walk out on me Lend me your ears and I'll sing you a song, And I'll try not to sing out of key. I get by with a little help from my friends, I get high with a little help from my friends, Going to try with a little help from my friends. What do I do when my love is away. (Does it worry you to be alone) How do I feel by the end of the day (Are you sad because you're on your own) No I get by with a little help from my friends, Do you need anybody, I need somebody to love. Could it be anybody I want somebody to love. Would you believe in a love at first sight, Yes I'm certain that it happens all the time. What do you see when you turn out the light, I can't tell you, but I know it's mine. Oh I get by with a little help from my friends, Do you need anybody, I just need somebody to love, Could it be anybody, I want somebody to love. I get by with a little help from my friends, Yes I get by with a little help from my friends, With a little help from my friends."
